# h102.manual.dat
# 6-jul-99
# $Id: h102.tab,v 1.1 2005/04/07 22:14:59 colby Exp $
#| lo  | osctarg | oscbcktarg | vop | lgain1 | dunno1 | dunno2 | dunno3|
#| r      | i    | i    | r   | r    | r         | r    | r |
  94.000  31653  26869   9.50  5.00     -99.0 dBm
  93.000  31522  23985   9.50  5.00     -99.0 dBm
  92.000  31378  21363   9.50  5.00     -99.0 dBm
  91.000  31221  19265   9.50  5.00     -99.0 dBm
  91.000  31221  29359   9.50  5.00     -99.0 dBm
  90.000  31050  27917   9.50  5.00     -99.0 dBm
  89.000  30880  27000   9.50  5.00     -99.0 dBm
  88.000  30683  25164   9.50  5.00     -99.0 dBm
  87.500  30565  24902   9.50  5.00     -99.0 dBm
  87.000  30487  23591   9.50  5.00     -99.0 dBm
  86.500  30382  20970   9.50  5.00     -99.0 dBm
  86.000  30264  20052   9.50  5.00     -99.0 dBm
  85.000  30041  17823   9.50  5.00     -99.0 dBm
  85.000  30041  29097   9.50  5.00     -99.0 dBm
  84.000  29818  28311   9.50  5.00     -99.0 dBm
  83.000  29556  27131   9.50  5.00     -99.0 dBm
  82.500  29412  26606   9.50  5.00     -99.0 dBm
  82.000  29281  25558   9.50  5.00     -99.0 dBm
  81.500  29123  25164   9.50  5.00     -99.0 dBm
  81.000  28979  24902   9.50  5.00     -99.0 dBm
  80.000  28664  23722   9.50  5.00     -99.0 dBm
  79.000  28258  22805   9.50  5.00     -99.0 dBm
  78.000  27891  20970   9.50  5.00     -99.0 dBm
  77.000  27485  19790   9.50  5.00     -99.0 dBm
  76.000  27013  18217   9.50  5.00     -99.0 dBm
  75.000  26488  16906   9.50  5.00     -99.0 dBm
  75.000  26488  30777   9.50  5.00     -99.0 dBm
  74.000  25951  29597   9.50  5.00     -99.0 dBm
  73.000  25269  28800   9.50  5.00     -99.0 dBm
  72.000  24627  27724   9.50  5.00     -99.0 dBm
  71.000  23880  26869   9.50  5.00     -99.0 dBm
  70.200  23264  26606   9.50  5.00     -99.0 dBm
  70.000  23054  26606   9.50  5.00     -99.0 dBm
  69.900  23015  26606   9.50  5.00     -99.0 dBm
  69.800  22949  26737   9.50  5.00     -99.0 dBm
  69.700  22857  26869   9.50  5.00     -99.0 dBm
  69.600  22765  27000   9.50  5.00     -99.0 dBm
  69.500  22674  27131   9.50  5.00     -99.0 dBm
  69.400  22608  27262   9.50  5.00     -99.0 dBm
  69.300  22543  27524   9.50  5.00     -99.0 dBm
  69.300  22530  16382   9.50  5.00     -99.0 dBm
  69.200  22412  17692   9.50  5.00     -99.0 dBm
  69.100  22333  19003   9.50  5.00     -99.0 dBm
  69.000  22280  20314   9.50  5.00     -99.0 dBm
  68.900  22202  21625   9.50  5.00     -99.0 dBm
  68.800  22136  22280   9.50  5.00     -99.0 dBm
  68.700  22058  22936   9.50  5.00     -99.0 dBm
  68.600  21979  23329   9.50  5.00     -99.0 dBm
  68.500  21913  23329   9.50  5.00     -99.0 dBm
