# h143.learnpwr.18nov97
# tested with Hughes modulator serial #22
# $Id: h143.tab,v 1.1 2005/04/07 22:14:59 colby Exp $
#| lo  | osctarg | oscbcktarg | vop | lgain | mW | Vop | mmerr |
#| r      | i    | i    | r   | r    | r         | r    | r |
  95.000  32449  25181  9.50  4.94   0.00593     9.49   0.12  25164
  94.500  32362  26785  9.50  4.94   0.02041     9.49   0.11  26770
  94.000  32285  28389  9.50  4.94   0.01726     9.50   0.01  28376
  93.500  32200  28432  9.50  4.94   0.01977     9.53  -0.24  28409
  93.000  32113  28459  9.50  4.94   0.03296     9.49   0.13  28442
  92.500  32018  28126  9.50  4.94   0.03738     9.50   0.07  28114
  92.000  31922  27799  9.50  4.94   0.04800     9.51  -0.07  27786
  91.500  31825  27410  9.50  4.94   0.05510     9.52  -0.12  27393
  91.000  31715  27011  9.50  4.94   0.06925     9.49   0.16  27000
  90.500  31622  26755  9.50  4.97   0.06484     9.52  -0.20  26737
  90.000  31512  26486  9.50  5.00   0.06851     9.52  -0.18  26475
  89.500  31409  26164  9.50  5.00   0.07188     9.49   0.16  26147
  89.000  31295  25832  9.50  5.00   0.07913     9.49   0.11  25820
  88.500  31174  25372  9.50  5.00   0.08978     9.50   0.03  25361
  88.000  31065  24916  9.50  5.00   0.09046     9.51  -0.02  24902
  87.500  30933  24323  9.50  5.00   0.09995     9.48   0.22  24312
  87.000  30824  23737  9.50  5.00   0.09457     9.49   0.18  23722
  86.500  30681  23078  9.50  5.00   0.10504     9.50   0.00  23067
  86.000  30546  22427  9.50  5.00   0.10584     9.50   0.04  22412
  85.500  30425  21400  9.50  5.00   0.10477     9.49   0.11  21387
  85.000  30265  20878  9.50  5.00   0.11161     9.50  -0.01  20865
# discontinuity in mmbck
  85.000  30275  31476  9.50  5.00   0.11094     9.22   2.86  31456
  84.500  30131  30659  9.50  4.95   0.11916     9.49   0.11  30637
  84.000  29971  29837  9.50  4.90   0.12061     9.49   0.16  29818
  83.500  29818  29384  9.50  4.90   0.11863     9.49   0.12  29359
  83.000  29663  28199  9.50  4.90   0.11587     9.50   0.04  28179
  82.500  29482  27793  9.50  4.90   0.12347     9.48   0.27  27786
  82.000  29341  26977  9.50  4.90   0.12124     9.50   0.03  26960
  81.500  29121  27536  9.50  4.90   0.12987     9.48   0.19  27524
  81.000  28938  27067  9.50  4.90   0.12607     9.49   0.13  27052
  80.500  28698  26360  9.50  4.90   0.14438     9.49   0.16  26344
  80.000  28494  25444  9.50  4.90   0.14162     9.50   0.02  25427
  79.800  28406  25531  9.50  4.83   0.14620     9.48   0.18  25514
  79.600  28320  25341  9.50  4.80   0.14683     9.48   0.17  25328
  79.400  28230  24879  9.50  4.80   0.14304     9.48   0.23  24869
  79.200  28137  24567  9.50  4.80   0.14134     9.49   0.13  24552
  79.000  28015  24391  9.50  4.80   0.13795     9.48   0.22  24378
  78.800  27909  24453  9.50  4.80   0.14894     9.48   0.17  24442
  78.600  27831  24194  9.50  4.80   0.14757     9.49   0.14  24181
  78.400  27722  23861  9.50  4.80   0.15106     9.49   0.10  23853
  78.200  27630  23500  9.50  4.80   0.15718     9.47   0.30  23493
  78.000  27527  23152  9.50  4.80   0.15616     9.47   0.26  23133
  77.800  27414  22846  9.50  4.80   0.15973     9.48   0.18  22838
  77.600  27313  22556  9.50  4.80   0.15849     9.48   0.22  22543
  77.400  27216  22493  9.50  4.80   0.16961     9.48   0.22  22477
  77.200  27103  22422  9.50  4.80   0.16772     9.48   0.23  22412
  77.000  26973  22226  9.50  4.80   0.18202     9.49   0.13  22215
  76.800  26869  22035  9.50  4.90   0.16954     9.21   2.87  22017
  76.600  26740  21576  9.50  4.90   0.18252     9.48   0.18  21559
  76.400  26652  21106  9.50  4.80   0.18612     9.48   0.20  21100
  76.200  26557  20783  9.50  4.80   0.18282     9.48   0.22  20772
  76.000  26443  20457  9.50  4.80   0.18280     9.49   0.13  20445
  75.500  26090  19931  9.50  4.80   0.20524     9.47   0.30  19921
  75.000  25813  19534  9.50  4.80   0.20975     9.47   0.27  19528
  74.500  25424  19207  9.50  4.80   0.22510     9.48   0.18  19200
  74.000  25151  18689  9.50  4.80   0.22525     9.49   0.16  18676
  73.500  24767  18092  9.50  4.80   0.22640     9.49   0.17  18086
  73.000  24449  18488  9.50  4.80   0.22235     9.22   2.83  18479
  72.500  24036  20329  9.50  4.80   0.22384     9.47   0.27  20314
  72.000  23683  22554  9.50  4.80   0.20779     9.48   0.24  22543
  71.500  23335  23604  9.50  4.80   0.17856     9.48   0.20  23591
  71.000  22983  24390  9.50  4.80   0.14402     9.49   0.15  24378
  70.500  22646  24921  9.50  4.58   0.09512     9.50   0.03  24902
  70.000  22242  25047  9.50  4.78   0.04588     9.49   0.17  25033
  69.500  21908  24912  9.50  4.78   0.00531     9.22   2.90  24902
  69.000  21411  24718  9.50  4.37   0.01436     9.48   0.26  24706
  68.500  20977  24519  9.50  4.37   0.02685     9.21   2.93  24509
