# h110.osc
# mmosc settings adjusted upwards on 10feb97 according
#  to: new = 1.0125 * old - 200
#
# $Id: h110.tab,v 1.1 2005/04/07 22:14:59 colby Exp $
#| lo  | osctarg | oscbcktarg | vop | lgain1 | dunno1 | dunno2 | dunno3|
#| r      | i    | i    | r   | r    | r         | r    | r |
 115.000  32221  25030   9.50  5.00
 114.500  32156  24741   9.50  5.00
 114.000  32090  24352   9.50  5.00
 113.500  32018  24000   9.50  5.00
 113.500  32018  32349   9.50  5.00
 113.000  31957  31968   9.50  5.00
 112.500  31885  31757   9.50  5.00
 112.000  31816  31451   9.50  5.00
 111.500  31746  31302   9.50  5.00
 111.000  31680  31053   9.50  5.00
 110.500  31609  30832   9.50  5.00
 110.000  31539  30661   9.50  5.00
 109.500  31467  30524   9.50  5.00
 109.000  31393  30485   9.50  5.00
 108.500  31322  30245   9.50  5.00
 108.000  31246  29987   9.50  5.00
 107.500  31165  29919   9.50  5.00
 107.000  31088  29645   9.50  5.00
 106.500  31006  29586   9.50  5.00
 106.000  30925  29361   9.50  5.00
 105.500  30840  29264   9.50  5.00
 105.000  30754  29196   9.50  5.00
 104.500  30671  28946   9.50  5.00
 104.000  30586  29106   9.50  5.00
 103.500  30497  28760   9.50  5.00
 103.000  30405  28826   9.50  5.00
 102.500  30315  28676   9.50  5.00
 102.000  30219  28499   9.50  5.00
 101.500  30120  28456   9.50  5.00
 101.000  30022  28141   9.50  5.00
 100.500  29913  28139   9.50  5.00
 100.000  29803  27852   9.50  5.00
  99.500  29692  27765   9.50  5.00
  99.000  29575  27788   9.50  5.00
  98.500  29467  27454   9.50  5.00
  98.000  29338  27650   9.50  5.00
  97.500  29208  27291   9.50  5.00
  97.000  29079  27209   9.50  5.00
  96.500  28939  27020   9.50  5.00
  96.000  28800  26839   9.50  5.00
  95.500  28652  26683   9.50  5.00
  95.000  28509  26222   9.50  5.00
  94.500  28360  26156   9.50  5.00
  94.000  28203  25726   9.50  5.00
  93.500  28049  25466   9.50  5.00
  93.000  27882  25165   9.50  5.00
  92.500  27724  24562   9.50  5.00
  92.000  27546  24612   9.50  5.00
  91.500  27377  23434   9.50  5.00
  91.000  27201  23746   9.50  5.00
  90.500  27010  22651   9.50  5.00
  90.000  26825  21970   9.50  5.00
  89.500  26618  21735   9.50  5.00
  89.000  26427  19878   9.50  5.00
  88.500  26214  19000   9.50  5.00
  88.500  26214  32229   9.50  5.00
  88.000  25997  30090   9.50  5.00
  87.500  25786  30774   9.50  5.00
  87.000  25550  29184   9.50  5.00
  86.500  25328  29424   9.50  5.00
  86.000  25084  29191   9.50  5.00
  85.500  24862  28320   9.50  5.00
  85.000  24613  28672   9.50  5.00
  84.500  24374  28261   9.50  5.00
  84.000  24137  29125   9.50  5.00
  83.500  23894  28366   9.50  5.00
  83.000  23650  28602   9.50  5.00
  82.500  23388  28631   9.50  5.00
  82.000  23135  28721   9.50  5.00
  81.500  22863  28802   9.50  5.00
  81.000  22572  28271   9.50  5.00
  80.500  22260  28058   9.50  5.00
  80.000  21951  27566   9.50  5.00
  79.500  21645  27256   9.50  5.00
  79.000  21339  26678   9.50  5.00
  78.500  21029  26245   9.50  5.00
  78.000  20780  25541   9.50  5.00
  77.500  20506  24976   9.50  5.00
  77.000  20240  24354   9.50  5.00
  76.500  19953  23832   9.50  5.00
  76.000  19697  22642   9.50  5.00
  75.500  19412  22000   9.50  5.00
  75.000  19126  23767   9.50  5.00
  74.500  18807  23800   9.50  5.00
  74.500  18807  30000   9.50  5.00
  74.000  18488  30281   9.50  5.00
  73.500  18196  30000   9.50  5.00
  73.000  17904  29815   9.50  5.00
  72.500  17595  29600   9.50  5.00
  72.000  17291  29475   9.50  5.00
  71.500  16993  29475   9.50  5.00
  71.000  16695  29476   9.50  5.00
  70.500  16268  29475   9.50  5.00
  70.000  16043  30275   9.50  5.00
  69.500  15635  29600   9.50  5.00
  69.000  15230  29597   9.50  5.00
