# h136.manosc
# 02-jun-2014
# diode LSB9122AS16 s/n 151
# pinhead 097 x 003
# col 1 = freq (GHz)
# col 2 = mmosc micrometer with no backshort installed 
# col 3 = mmosc micrometer with backshort installed 
# col 4 = mmbck for max power
# col 5 = power mV, from PacMMProd detector, arbitrary atten
# $Id: h136.tab,v 1.3 2014/06/03 03:11:10 plambeck Exp $
#| lo  | osctarg | oscbcktarg | vop | lgain | mW | Vop | mmerr |
#| r      | i    | i    | r   | r    | r         | r    | r |
  91.667  31712  28064  9.50  5.00
  91.333  31686  28064  9.50  5.00
  91.000  31607  27866  9.50  5.00
  90.667  31580  27668  9.50  5.00
  90.333  31528  27536  9.50  5.00
  90.000  31475  27405  9.50  5.00
  89.667  31422  27141  9.50  5.00
  89.333  31369  26944  9.50  5.00
  89.000  31317  26746  9.50  5.00
  88.667  31277  26548  9.50  5.00
  88.333  31211  26219  9.50  5.00
  88.000  31106  25889  9.50  5.00
  87.667  31053  25560  9.50  5.00
  87.000  30987  25428  9.50  5.00
  86.667  30921  25165  9.50  5.00
  86.333  30868  24901  9.50  5.00
  86.000  30802  24506  9.50  5.00
  85.667  30736  24242  9.50  5.00
  85.333  30657  24111  9.50  5.00
  85.000  30591  23847  9.50  5.00
  84.667  30512  23452  9.50  5.00
  84.333  30446  23188  9.50  5.00
  84.000  30367  22925  9.50  5.00
  83.667  30288  22661  9.50  5.00
  83.333  30235  22398  9.50  5.00
  83.000  30143  22134  9.50  5.00
  82.667  30077  21739  9.50  5.00
  82.333  30024  21344  9.50  5.00
  82.000  29918  20948  9.50  5.00
  81.667  29826  20289  9.50  5.00
  81.333  29760  19894  9.50  5.00
# ----------------------------------
  81.333  29760  31753  9.50  5.00
  81.000  29668  31489  9.50  5.00
  80.667  29576  31094  9.50  5.00
  80.333  29470  30567  9.50  5.00
  80.000  29404  30172  9.50  5.00
  79.667  29312  30040  9.50  5.00
  79.333  29193  29645  9.50  5.00
  79.000  29074  29118  9.50  5.00
  78.667  28982  28854  9.50  5.00
  78.333  28876  28591  9.50  5.00
  78.000  28784  28327  9.50  5.00
  77.667  28652  27932  9.50  5.00
  77.333  28533  27668  9.50  5.00
  77.000  28388  27273  9.50  5.00
  76.667  28270  26878  9.50  5.00
  76.333  28164  26482  9.50  5.00
  76.000  28006  26351  9.50  5.00
  75.667  27861  25692  9.50  5.00
  75.333  27729  25231  9.50  5.00
  75.000  27584  25033  9.50  5.00
  74.667  27399  24506  9.50  5.00
  74.333  27267  23847  9.50  5.00
  74.000  27122  23452  9.50  5.00
  73.667  26911  22925  9.50  5.00
  73.333  26766  22398  9.50  5.00
  73.000  26608  21212  9.50  5.00
  72.667  26423  20685  9.50  5.00
  72.333  26212  19235  9.50  5.00
  71.667  25830  16995  9.50  5.00
# ----------------------------------
  71.667  25830  32016  9.50  5.00
  71.333  25618  30567  9.50  5.00
  71.000  25434  29381  9.50  5.00
  70.667  25249  29513  9.50  5.00
  70.333  24972  28722  9.50  5.00
  70.000  24748  27932  9.50  5.00
  69.667  24537  27536  9.50  5.00
  69.333  24273  27273  9.50  5.00
  69.000  23983  26878  9.50  5.00
  68.667  23785  26482  9.50  5.00
  68.333  23508  26219  9.50  5.00
