# h127.tab
# tested 26 dec 97 with learnpwr2, pac mm prod detector s/n 50
# atten set to 4000, modulator to 250 mA
# 24jan2012 - added 150 to all osctarg counts after taking apart, cleaning
# $Id: h127.tab,v 1.2 2012/01/26 02:16:52 control Exp $
#| lo  | osctarg | oscbcktarg | vop | lgain | mW | Vop | mmerr |
#| r      | i    | i    | r   | r    | r         | r    | r |
 95.000  32338  29115  9.50  4.90  0.00247
 94.500  32273  28980  9.50  4.90  0.00337
 94.000  32225  28850  9.50  4.90  0.01161
 93.500  32168  28657  9.50  4.90  0.00785
 93.000  32097  28459  9.50  4.90  0.00744
 92.500  32034  28262  9.50  4.90  0.01500
 92.000  31964  28063  9.50  4.90  0.01899
 91.500  31881  27672  9.50  4.90  0.02919
 91.000  31806  27274  9.50  4.90  0.03343
 90.500  31722  26943  9.50  5.20  0.04521
 90.000  31644  26623  9.50  5.20  0.04908
 89.500  31554  26222  9.50  5.20  0.05350
 89.000  31463  25831  9.50  5.20  0.05903
 88.500  31369  25242  9.50  4.90  0.05585
 88.000  31278  24652  9.50  4.90  0.06679
 87.500  31187  24190  9.50  4.90  0.06732
 87.000  31089  23734  9.50  4.90  0.06954
 86.500  30984  22880  9.50  4.90  0.06233
 86.000  30879  22027  9.50  4.90  0.06526
 85.500  30786  21512  9.50  4.90  0.07046
 85.000  30679  20970  9.50  4.90  0.06585
 85.000  30679  32112  9.50  4.90  0.06585
 84.500  30574  31343  9.50  4.90  0.08155
 84.000  30469  30555  9.50  4.90  0.08656
 83.500  30344  30093  9.50  4.90  0.09946
 83.000  30235  29631  9.50  4.90  0.09115
 82.500  30097  29171  9.50  4.90  0.10300
 82.000  29964  28718  9.50  4.90  0.10245
 81.500  29836  28522  9.50  4.80  0.10738
 81.000  29692  28324  9.50  4.80  0.10646
 80.500  29573  27928  9.50  4.80  0.09271
 80.000  29412  27541  9.50  4.80  0.11986
 79.500  29253  27009  9.50  4.80  0.10001
 79.000  29088  26621  9.50  4.80  0.11803
 78.500  28911  25836  9.50  4.80  0.11656
 78.000  28732  25172  9.50  4.80  0.12094
 77.500  28516  24002  9.50  4.80  0.13878
 77.000  28326  23341  9.50  4.80  0.12984
 76.500  28095  21765  9.50  4.80  0.15271
 76.000  27880  20985  9.50  4.80  0.14461
 75.500  27642  19403  9.50  4.80  0.16035
 75.000  27378  18096  9.50  4.80  0.16285
 75.000  27378  31457  9.50  4.80  0.16285
 74.500  27127  30690  9.50  4.80  0.17694
 74.000  26835  30294  9.50  4.80  0.18147
 73.500  26576  29644  9.50  4.80  0.18331
 73.000  26274  28853  9.50  4.80  0.19431
 72.500  25972  28323  9.50  4.80  0.19212
 72.000  25666  27929  9.50  4.80  0.19564
 71.500  25302  27407  9.50  4.80  0.18782
 71.000  24968  27148  9.50  4.80  0.19049
 70.500  24566  26750  9.50  4.80  0.18391
 70.000  24210  26355  9.90  4.80  0.18198
 69.500  23793  26227  9.90  4.80  0.19067
 69.000  23406  26223  9.90  4.80  0.18726
 68.500  23045  26886  9.90  4.80  0.17979
 68.000  22698  27539  9.90  4.80  0.13990
 67.500  22388  29513  9.90  4.80  0.04448
 67.000  21933  29504  9.90  4.80  0.00268
