# These are OFFSET values in mm from the 3mm focus
#|Ant       |Zoffset   |
#|s         |r         |
#|none      |mm        |
bima1        6.028
bima2        6.305
bima3        6.0
bima4        6.393
bima5        6.392
bima6        5.981
bima7        6.009
bima8        6.59
bima9        5.989
