# $Id: 31-016-2.tab,v 1.3 2006/07/11 03:26:55 colby Exp $
# 31-016-2.tab
# measured in dewar 4 with osc h261, 07jul06
#
#TUNINGMODE: ymax
#
#|loGHz   |t    |v     |i    |dvm  |dvp  |
#|r       |r    |r     |r    |r    |r    |
#
113.000  3.50   2.370  32.0  -.15  +.15
113.000  4.50   2.320  32.0  -.15  +.15
# 
100.000  3.50   2.440  54.0  -.15  +.15
100.000  4.50   2.420  54.0  -.15  +.15
#
 90.000  3.50   2.450  58.0  -.15  +.15
 90.000  4.50   2.430  58.0  -.15  +.15
#
 80.000  3.50   2.460  56.0  -.15  +.15
 80.000  4.50   2.440  56.0  -.15  +.15
