# HIA-068.tab
#
#|loGHz   |t    |v     |i    |dvm  |dvp  |
#|r       |r    |r     |r    |r    |r    |
  110.000  3.50  10.40   140.  -.5   +.5
  110.000  4.50  10.40   140.  -.5   +.5
  110.000  5.50  9.50   140.  -.5   +.5

   90.000  3.50  10.4   140.  -.5   +.5
   90.000  4.50  10.4   140.  -.5   +.5
   90.000  5.50  9.5   140.  -.5   +.5

   77.000  3.50  10.5   140.  -.5   +.5
   77.000  4.50  10.5   140.  -.5   +.5
   77.000  5.50  9.5   140.  -.5   +.5

# --- quicktune parameters from madison/09jun08 ---

    0.000  0.00  11.28  180.  0.   0.
   80.000  0.00  10.6   140.  0.   0.
  115.000  0.00  10.25  140.  0.   0.

