# $Id: v07701.tab,v 1.1 2005/04/07 22:15:16 colby Exp $
# v07701.tab
# Table of response curves for silicon diode tempature sensor
# Intended to be consumed by carma.services.Table
# 50 - number of values in this file...
#| responseadjustment |
#| r |
0.0000
1.6646
1.6693
1.6743
1.6688
1.6629
1.6570
1.6509
1.6446
1.6381
1.6315
1.6247
1.6178
1.6106
1.6034
1.5961
1.5773
1.5583
1.5390
1.5197
1.5010
1.4829
1.4659
1.4499
1.4347
1.4203
1.4066
1.3931
1.3803
1.3680
1.3562
1.3448
1.3341
1.3235
1.3134
1.3041
1.2945
1.2853
1.2762
1.2669
1.2576
1.2487
1.2400
1.2314
1.2228
1.2141
1.1963
1.1774
0.0000
0.0000
